Time,Sensor1,Sensor2,Sensor3,Sensor4
17.294,0,0,0,0,
17.298,0,0,0,0,
17.298,0,0,0,0,
17.299,0,0,0,0,
17.334,0,0,0,0,
17.335,0,0,0,0,
17.336,0,0,0,0,
17.368,0,0,0,0,
17.369,0,0,0,0,
17.37,0,0,0,0,
17.402,0,0,0,0,
17.402,0,0,0,0,
17.403,0,0,0,0,
17.41,0,0,0,0,
17.442,0,0,0,0,
17.442,0,0,0,0,
17.451,0,0,0,0,
17.483,0,0,0,0,
17.484,0,0,0,0,
17.484,0,0,0,0,
17.485,0,0,0,0,
17.517,0,0,0,0,
17.517,0,0,0,0,
17.551,0,0,0,0,
17.551,0,0,0,0,
17.551,0,0,0,0,
17.552,0,0,0,0,
17.584,0,0,0,0,
17.585,0,0,0,0,
17.585,0,0,0,0,
17.623,0,0,0,0,
17.623,0,0,0,0,
17.624,0,0,0,0,
17.624,0,0,0,0,
17.656,0,0,0,0,
17.656,0,0,0,0,
